cluster.index	parent.mass	RTMean	LibraryID	MetFragID	MetFragSC	FusionID	FusionSC	ConsensusID	ConsensusSC
10301	396.1877	0	N/A	CHEBI:118161#CHEBI:113082#CHEBI:114662#SN00142229#SN00008309#CHEBI:95273#CHEBI:117247	Organic oxygen compounds#Organoheterocyclic compounds			SN00104857#SN00115869#SN00085864	Organoheterocyclic compounds
10309	264.1443	0	N/A	SN00047931#SN00047938#SN00047971#SN00047965#SN00063128	Organic acids and derivatives			SN00047931#SN00047938#SN00047971#SN00047965#SN00063128	Organic acids and derivatives
10310	566.3077	0	N/A	SN00231872#CHEBI:103620#SN00136755#SN00168454	Organoheterocyclic compounds#Phenylpropanoids and polyketides			SN00231872#CHEBI:103620#SN00136755#SN00168454	Organoheterocyclic compounds#Phenylpropanoids and polyketides
10312	419.2279	0	N/A	SN00004410#SN00017396#SN00021658	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids			SN00060288#SN00065618#SN00059983	Organic acids and derivatives#Organoheterocyclic compounds
10313	324.1287	0	N/A	CHEBI:74517#SN00065365	Nucleosides, nucleotides, and analogues			CHEBI:74517#SN00065365	Nucleosides, nucleotides, and analogues
10314	321.2061	0	N/A	CHEBI:61060#SN00253882#SN00018374#SN00018375	Organic oxygen compounds#Organoheterocyclic compounds	SN00300574#SN00353110#SN00383863#SN00347218#SN00339138#SN00329404#SN00254833	Lipids and lipid-like molecules#Organoheterocyclic compounds	SN00332936#SN00301680#SN00392424#SN00235077#SN00380247#SN00237639#SN00360318#SN00305512#SN00278641	Lipids and lipid-like molecules#Phenylpropanoids and polyketides#Organic acids and derivatives
10317	429.3692	0	N/A	SN00359828#SN00215485#SN00288718#SN00375467#SN00252599#SN00322097#SN00215521#SN00337871#SN00259371#SN00375744#SN00319494#SN00297808#SN00162790#SN00402460#SN00288928#SN00401731#SN00301264	Lipids and lipid-like molecules#Organic oxygen compounds			SN00383507#SN00363755#SN00390645#SN00313838#SN00298832#SN00238258#SN00387102#CHEBI:66571	Lipids and lipid-like molecules
10319	516.3537	0	N/A						
10320	301.0907	0	N/A	SN00213291#SN00213292	Organic oxygen compounds			SN00044598#SN00243630#SN00328452#SN00313554	Organoheterocyclic compounds#Benzenoids#Organic acids and derivatives
10321	283.0523	0	N/A	CHEBI:115572#CHEBI:93609#CHEBI:92556	Benzenoids#Organoheterocyclic compounds			CHEBI:115572#CHEBI:93609#CHEBI:92556	Benzenoids#Organoheterocyclic compounds
10322	295.1899	0	N/A	SN00374316#SN00294733#SN00170322#SN00312890#SN00397004#SN00308118#SN00271238	Lipids and lipid-like molecules#Organic oxygen compounds			SN00374316#SN00294733#SN00170322#SN00312890#SN00397004#SN00308118#SN00271238	Lipids and lipid-like molecules#Organic oxygen compounds
10323	176.092	0	L-Glutamicacid,dimethylester	SN00335296#SN00331613#SN00273089#SN00328309	Organoheterocyclic compounds#Organic acids and derivatives			SN00281114#SN00324507#SN00216154	Organic acids and derivatives#Organic oxygen compounds
10325	253.1624	0	Estriol	SN00381929#SN00125848	Lignans, neolignans and related compounds#Benzenoids	SN00381929#SN00125848	Lignans, neolignans and related compounds#Benzenoids	SN00346144#SN00382724	Organic oxygen compounds
10328	495.3311	0	N/A	CHEBI:115466#SN00115760#SN00112853#SN00081209#SN00176466#SN00017381	Organoheterocyclic compounds#Alkaloids and derivatives#Lipids and lipid-like molecules#Benzenoids			SN00321435#SN00239216#SN00157962#SN00394580#SN00267389#SN00329707#SN00386046#SN00288997#SN00263030#SN00397371#SN00251152#SN00285292	Lipids and lipid-like molecules#Organic oxygen compounds
10331	422.3272	0	N/A	SN00291599#SN00383525	Lipids and lipid-like molecules			SN00032042#SN00310531#SN00034900	Organic acids and derivatives#Benzenoids#Organoheterocyclic compounds
10333	942.6368	0	N/A						
10335	1148.3275	0	N/A						
10336	414.1621	0	N/A	SN00017613#SN00081172#SN00004586	Organoheterocyclic compounds#Organic acids and derivatives			SN00112192#SN00098546#SN00014914#SN00008472	Organoheterocyclic compounds
10337	302.2325	0	N/A	CHEBI:85527#CHEBI:84843	Lipids and lipid-like molecules			CHEBI:85527#CHEBI:84843	Lipids and lipid-like molecules
10339	440.1407	0	N/A	CHEBI:109611#CHEBI:104896#SN00008323#CHEBI:121279#SN00029276	Organoheterocyclic compounds#Benzenoids#Phenylpropanoids and polyketides			SN00092069#SN00092371#SN00091936	Organic acids and derivatives
10340	650.397	0	N/A	SN00167254#CHEBI:34120#CHEBI:62443	Lipids and lipid-like molecules			SN00167254#CHEBI:34120#CHEBI:62443	Lipids and lipid-like molecules
10343	428.1778	0	N/A	SN00008185#SN00008148#SN00008210#SN00008263	Benzenoids			SN00008185#SN00008148#SN00008210#SN00008263	Benzenoids
10344	704.1572	0	N/A						
10345	876.6263	0	N/A						
10349	350.2328	0	N/A	SN00302702#SN00104037#SN00104283#SN00095970#SN00404284	Organoheterocyclic compounds#Lipids and lipid-like molecules#Alkaloids and derivatives			SN00302702#SN00104037#SN00104283#SN00095970#SN00404284	Organoheterocyclic compounds#Lipids and lipid-like molecules#Alkaloids and derivatives
10350	456.3515	0	N/A	SN00164226#SN00027900	Organic acids and derivatives#Organoheterocyclic compounds			SN00335315#SN00279936	Lipids and lipid-like molecules
10353	574.3436	0	N/A	SN00108912#CHEBI:2680#SN00234267#SN00335260	Lipids and lipid-like molecules#Organic acids and derivatives#Organoheterocyclic compounds			SN00380485#SN00248255	Organic acids and derivatives
10354	619.2756	0	N/A	SN00311989#SN00353666#SN00375001	Lipids and lipid-like molecules			SN00272555#SN00321702#SN00376243	Organic acids and derivatives#Lipids and lipid-like molecules
10355	446.2963	0	N/A	CHEBI:104432#CHEBI:106532	Phenylpropanoids and polyketides			SN00224938#SN00309240#SN00374389	Lipids and lipid-like molecules
10356	400.2857	0	N/A	SN00330929#SN00066441#SN00262773#SN00170858	Lipids and lipid-like molecules#Organoheterocyclic compounds#Alkaloids and derivatives			SN00031868#SN00031964#SN00035383	Organic acids and derivatives#Organic oxygen compounds
10357	707.2985	0	N/A	SN00167403#CHEBI:93750#SN00175495	Benzenoids#Organoheterocyclic compounds			SN00167403#CHEBI:93750#SN00175495	Benzenoids#Organoheterocyclic compounds
10359	898.5591	0	N/A						
10360	482.3841	0	N/A						
10361	414.322	0	N/A	CHEBI:85105#CHEBI:84655#SN00164981	Lipids and lipid-like molecules			CHEBI:85105#CHEBI:84655#SN00164981	Lipids and lipid-like molecules
10364	246.1702	0	N/A	SN00296576#SN00270226#SN00041755#CHEBI:74404#SN00006998#SN00021800#SN00032411#CHEBI:91706	Organoheterocyclic compounds#Organic acids and derivatives#Lipids and lipid-like molecules#Benzenoids			SN00020443#CHEBI:84840#SN00003184#CHEBI:86049	Lipids and lipid-like molecules
10365	427.7702	0	N/A						
10366	460.1461	0	N/A	SN00004355#SN00105040#CHEBI:111268#CHEBI:117209#SN00089630#SN00014773#SN00024311#SN00393054	Organoheterocyclic compounds#Benzenoids#Phenylpropanoids and polyketides#Organic oxygen compounds			SN00004355#SN00105040#CHEBI:111268#CHEBI:117209#SN00089630#SN00014773#SN00024311#SN00393054	Organoheterocyclic compounds#Benzenoids#Phenylpropanoids and polyketides#Organic oxygen compounds
10369	438.1755	0	N/A	SN00031507#SN00094572#CHEBI:116980#SN00081158#CHEBI:116982#CHEBI:69266#SN00173379#CHEBI:125336#SN00149210#CHEBI:71219	Benzenoids#Organoheterocyclic compounds#Alkaloids and derivatives#Lipids and lipid-like molecules#Phenylpropanoids and polyketides			SN00031507#SN00094572#CHEBI:116980#SN00081158#CHEBI:116982#CHEBI:69266#SN00173379#CHEBI:125336#SN00149210#CHEBI:71219	Benzenoids#Organoheterocyclic compounds#Alkaloids and derivatives#Lipids and lipid-like molecules#Phenylpropanoids and polyketides
10370	536.2494	0	N/A	SN00116280#CHEBI:115302#CHEBI:125238#SN00303667#SN00177274#SN00171357#SN00173358	Alkaloids and derivatives#Phenylpropanoids and polyketides#Organoheterocyclic compounds#Organic acids and derivatives#Lipids and lipid-like molecules			SN00173994#SN00174020#SN00174520	Organoheterocyclic compounds
10371	964.4369	0	N/A						
10373	450.2485	0	N/A	SN00003876#SN00012739#SN00012262#SN00332101#SN00370781#SN00260377	Alkaloids and derivatives#Organic acids and derivatives#Lipids and lipid-like molecules			SN00003876#SN00012739#SN00012262#SN00332101#SN00370781#SN00260377	Alkaloids and derivatives#Organic acids and derivatives#Lipids and lipid-like molecules
10375	359.1616	0	N/A	CHEBI:94778#CHEBI:123324#SN00136570	Organic acids and derivatives#Benzenoids			SN00008712#SN00012011	Organoheterocyclic compounds#Benzenoids
10377	396.1873	0	N/A	CHEBI:118474#CHEBI:109378#CHEBI:108409	Organoheterocyclic compounds#Benzenoids			SN00325664#SN00346015	Phenylpropanoids and polyketides
10378	606.2247	0	N/A	SN00313314#SN00110937#CHEBI:59492	Alkaloids and derivatives#Benzenoids#Organic oxygen compounds			SN00313314#SN00110937#CHEBI:59492	Alkaloids and derivatives#Benzenoids#Organic oxygen compounds
10379	859.4883	0	N/A	SN00367567#SN00383449#SN00339932	Phenylpropanoids and polyketides#Organic oxygen compounds			SN00367567#SN00383449#SN00339932	Phenylpropanoids and polyketides#Organic oxygen compounds
10380	155.1545	0	N/A						
10381	590.3751	0	N/A	SN00224824#SN00329705#SN00036277#SN00299253	Phenylpropanoids and polyketides#Organoheterocyclic compounds#Lipids and lipid-like molecules			SN00224824#SN00329705#SN00036277#SN00299253	Phenylpropanoids and polyketides#Organoheterocyclic compounds#Lipids and lipid-like molecules
10382	835.2411	0	N/A						
10384	574.3435	0	N/A	SN00380485#SN00248255	Organic acids and derivatives			CHEBI:2680#SN00108912#SN00234267#SN00335260	Organic acids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds
10386	389.1951	0	N/A	SN00387727#SN00344016#SN00174401#SN00267147#SN00363358#SN00069727#SN00363986#SN00404758#SN00348925#SN00369595#SN00372450#SN00027395#SN00224006#SN00343639#SN00314958#SN00295819#CCMSLIB00004710767#SN00320408#SN00174221#SN00224086	Organoheterocyclic compounds#Benzenoids#Lipids and lipid-like molecules#Phenylpropanoids and polyketides	SN00387727#SN00344016#SN00174401#SN00267147#SN00363358#SN00069727#SN00363986#SN00404758#SN00348925#SN00369595#SN00372450#SN00027395#SN00224006#SN00343639#SN00314958#SN00295819#CCMSLIB00004710767#SN00320408#SN00174221#SN00224086	Organoheterocyclic compounds#Benzenoids#Lipids and lipid-like molecules#Phenylpropanoids and polyketides	SN00327317#SN00346447#SN00364491#SN00256264#SN00399036#SN00332691#SN00225575#SN00385133#SN00311326#SN00282026#SN00297443#SN00261520#SN00351997#SN00310667#SN00374545#SN00236554#SN00376563#SN00257181#SN00377810#SN00325618#SN00339780#SN00392686#SN00006551#SN00227908#SN00249000#SN00300018#SN00323453#SN00343128#SN00300372#SN00252917#SN00333895#SN00142346#SN00142315#SN00246086#SN00264775#SN00263049#SN00388498#SN00242052#CHEBI:67660#SN00278558#SN00245031#SN00323532#SN00399132	Organoheterocyclic compounds#Lipids and lipid-like molecules#Organic acids and derivatives#Organic oxygen compounds
10387	572.4186	0	N/A						
10389	266.1597	0	N/A	SN00021448#SN00214504#SN00156194	Benzenoids#Phenylpropanoids and polyketides			SN00021448#SN00214504#SN00156194	Benzenoids#Phenylpropanoids and polyketides
10390	596.3073	0	N/A	SN00241104#SN00215206#SN00306581	Organic acids and derivatives#Organoheterocyclic compounds			SN00241104#SN00215206#SN00306581	Organic acids and derivatives#Organoheterocyclic compounds
10391	413.1933	0	N/A	SN00022272#SN00022334	Organoheterocyclic compounds			SN00022272#SN00022334	Organoheterocyclic compounds
10395	570.1683	0	N/A	CHEBI:117121#SN00130274#SN00334529#SN00051174	Benzenoids#Organoheterocyclic compounds#Organic acids and derivatives			CHEBI:117121#SN00130274#SN00334529#SN00051174	Benzenoids#Organoheterocyclic compounds#Organic acids and derivatives
10396	502.3013	0	N/A	CHEBI:127197#CHEBI:115445#SN00016419#SN00011790#SN00005868#SN00007829#SN00367943	Benzenoids#Phenylpropanoids and polyketides#Organoheterocyclic compounds#Organic acids and derivatives#Organic oxygen compounds			CHEBI:127197#CHEBI:115445#SN00016419#SN00011790#SN00005868#SN00007829#SN00367943	Benzenoids#Phenylpropanoids and polyketides#Organoheterocyclic compounds#Organic acids and derivatives#Organic oxygen compounds
10398	235.1288	0	N/A	SN00292166#SN00401281#CHEBI:131183	Organic acids and derivatives			SN00292166#SN00401281#CHEBI:131183	Organic acids and derivatives
10399	942.5849	0	N/A						
10402	449.7831	0	N/A						
10403	452.4108	0	N/A						
10404	601.2656	0	N/A	CHEBI:61708#SN00382284#SN00171803#CHEBI:124385#SN00173490	Organoheterocyclic compounds#Lipids and lipid-like molecules#Benzenoids			SN00380330#SN00272466#SN00280058#SN00347678#SN00257011#SN00332297#SN00224547	Lipids and lipid-like molecules#Organic acids and derivatives#Organoheterocyclic compounds
10405	608.4163	0	N/A	SN00267134#SN00319025#SN00176288	Phenylpropanoids and polyketides#Lipids and lipid-like molecules#Benzenoids			SN00267134#SN00319025#SN00176288	Phenylpropanoids and polyketides#Lipids and lipid-like molecules#Benzenoids
10406	317.1938	0	N/A	SN00073932#CHEBI:67324#SN00016901#SN00067285#SN00016113	Organic acids and derivatives#Organoheterocyclic compounds#Lipids and lipid-like molecules			SN00235859#SN00262443#SN00068447	Lipids and lipid-like molecules#Organic oxygen compounds
10407	522.2337	0	N/A	SN00012348#CHEBI:95835#SN00084682#SN00091883#SN00009318#SN00171371#SN00007820	Organic acids and derivatives#Organoheterocyclic compounds#Phenylpropanoids and polyketides#Alkaloids and derivatives			SN00174002#SN00174014	Organoheterocyclic compounds
10410	265.2527	0	SpectralMatchto9-Octadecenamide,(Z)-fromNIST14	CHEBI:77474#SN00067014#SN00349229	Lipids and lipid-like molecules#Organic oxygen compounds			CHEBI:77474#SN00067014#SN00349229	Lipids and lipid-like molecules#Organic oxygen compounds
10414	460.2711	0	N/A	SN00314537#CHEBI:119925#SN00097184#SN00089744	Organic acids and derivatives#Organoheterocyclic compounds			SN00314537#CHEBI:119925#SN00097184#SN00089744	Organic acids and derivatives#Organoheterocyclic compounds
10415	421.1979	0	N/A	SN00070551#SN00021334#SN00015779#CHEBI:43460#CHEBI:99310#SN00015972#SN00057512#SN00228470#CHEBI:125991#SN00359433#SN00022477	Organic acids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds#Alkaloids and derivatives#Benzenoids			SN00256962#SN00308813#SN00332674#SN00340478#SN00354932#SN00356376#SN00303995#SN00230811#SN00349330#SN00279248#SN00291181	Phenylpropanoids and polyketides
10417	206.0814	0	Trifloxystrobin	CHEBI:68616#SN00043043#SN00125878#SN00001010	Organic acids and derivatives#Phenylpropanoids and polyketides#Organic 1,3-dipolar compounds#Organoheterocyclic compounds	SN00313997#CHEBI:9373	Organoheterocyclic compounds	CHEBI:68616#SN00043043#SN00125878#SN00001010	Organic acids and derivatives#Phenylpropanoids and polyketides#Organic 1,3-dipolar compounds#Organoheterocyclic compounds
10419	492.4415	0	N/A						
10421	471.7963	0	N/A						
10422	458.2962	0	N/A	SN00023796#SN00021710	Organoheterocyclic compounds#Benzenoids			SN00017978#SN00170831#SN00346625	Alkaloids and derivatives#Lipids and lipid-like molecules
10426	662.3964	0	N/A	SN00114619#SN00165229	Lipids and lipid-like molecules			SN00164052#SN00164056#SN00232484	Lipids and lipid-like molecules
10430	794.4743	0	N/A						
10431	323.2218	0	N/A	SN00175562#SN00161676#SN00160850#SN00028560#SN00302170	Benzenoids#Lipids and lipid-like molecules	SN00399042#SN00250593#SN00373674#SN00293172#SN00318914#SN00377647#SN00163500#SN00227816	Lipids and lipid-like molecules	SN00270935#SN00321240#SN00298604#SN00316587#SN00377124#SN00329092#SN00395675	Organic oxygen compounds#Lipids and lipid-like molecules#Organic acids and derivatives
10434	504.2806	0	N/A	SN00176732#SN00176714	Benzenoids#Organoheterocyclic compounds			SN00176732#SN00176714	Benzenoids#Organoheterocyclic compounds
10435	345.1663	0	N/A	SN00277343#SN00324859#SN00304175#SN00380559#SN00050175#SN00367047#SN00330587#SN00069946#SN00163341#SN00231999#SN00311690#CHEBI:68157#SN00342553#SN00354474#SN00365876#SN00280585#SN00379490#SN00313957#SN00007901#SN00289833#SN00033987#SN00259777#SN00019874#SN00033649#SN00021016#SN00384945#SN00330623#SN00283925#SN00393105#SN00009980#SN00158222#SN00019961#SN00313983#SN00268539#SN00389296#SN00374650#SN00143600#SN00286228#SN00039076#SN00286044#SN00289178#SN00327113#SN00371831#SN00038391#SN00373585#SN00020385#SN00370828#SN00339793#SN00324693#SN00307809#SN00251885#SN00011682#SN00305438#CHEBI:121483#SN00333497#SN00226051#SN00287632#CHEBI:131248#SN00289277#SN00136688#SN00137020#SN00119908	Lipids and lipid-like molecules#Organoheterocyclic compounds#Phenylpropanoids and polyketides#Organic oxygen compounds#Organic acids and derivatives#Lignans, neolignans and related compounds#Benzenoids			SN00046305#SN00046301#SN00295757#SN00291394#SN00244410#SN00363014#SN00307627#SN00228188#SN00310972#SN00240415#SN00029482#SN00233025#SN00282109#SN00260038#SN00265510#SN00292044#SN00398463#SN00359731#SN00158460#SN00284221#SN00374382#SN00322562#SN00322337#SN00252463#SN00314356#SN00289224#SN00160114#SN00377470	Phenylpropanoids and polyketides#Organoheterocyclic compounds#Benzenoids#Lipids and lipid-like molecules
10447	374.2179	0	N/A						
10450	224.1649	0	N/A	SN00252280#SN00285879#SN00337459#SN00361589	Organoheterocyclic compounds#Alkaloids and derivatives			SN00252280#SN00285879#SN00337459#SN00361589	Organoheterocyclic compounds#Alkaloids and derivatives
10452	734.2049	0	N/A						
10453	310.1858	0	N/A	SN00021517#SN00101948#SN00070794	Benzenoids#Organic acids and derivatives#Organoheterocyclic compounds			SN00027572#SN00024888#SN00018496	Organic oxygen compounds#Benzenoids#Organoheterocyclic compounds
10454	250.1804	0	N/A	CHEBI:51211#SN00132636	Benzenoids			CHEBI:83446#CCMSLIB00000573006#CHEBI:83529	Organoheterocyclic compounds#Benzenoids#Phenylpropanoids and polyketides
10458	323.1604	0	N/A	SN00230528#CHEBI:69262	Organoheterocyclic compounds			SN00063344#SN00054970#SN00078557#SN00090047#SN00046882	Organic acids and derivatives#Organoheterocyclic compounds
10461	259.1541	0	N/A	SN00028923#SN00038827	Organic acids and derivatives			SN00333267#SN00305379	Lipids and lipid-like molecules
10464	344.2801	0	N/A						
10467	590.2796	0	N/A	SN00304041#SN00273216#SN00257230	Lipids and lipid-like molecules			SN00304041#SN00273216#SN00257230	Lipids and lipid-like molecules
10468	850.2157	0	N/A						
10469	780.1921	0	N/A	SN00166266#SN00177434#SN00257643	Phenylpropanoids and polyketides			SN00166266#SN00177434#SN00257643	Phenylpropanoids and polyketides
