OTU	Size	Taxonomy
Otu4254	6	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured;
Otu4255	4	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_unclassified;Bacteroidales_unclassified;
Otu4256	6	Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;Methylophaga;
Otu4259	3	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellulaceae_unclassified;
Otu4261	4	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4263	3	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured;
Otu4264	3	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Rs-M59_termite_group;Rs-M59_termite_group_ge;
Otu4265	6	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4267	4	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Litoricolaceae;Litoricola;
Otu4270	5	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;uncultured;
Otu4271	5	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;
Otu4272	5	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group;
Otu4273	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Kordia;
Otu4275	5	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
Otu4279	3	Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured;uncultured_ge;
Otu4280	7	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Spongiimonas;
Otu4281	3	Archaea;Euryarchaeota;Thermoplasmata;Marine_Group_II;Marine_Group_II_fa;Marine_Group_II_ge;
Otu4282	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured;
Otu4283	3	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu4285	4	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured;
Otu4286	3	Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;Bradymonadales_fa;Bradymonadales_ge;
Otu4287	5	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4291	5	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;
Otu4293	3	Archaea;Euryarchaeota;Thermoplasmata;Marine_Group_III;Marine_Group_III_fa;Marine_Group_III_ge;
Otu4295	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aureicoccus;
Otu4299	4	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4300	5	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriales_unclassified;Flavobacteriales_unclassified;
Otu4301	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9_marine_group;NS9_marine_group_ge;
Otu4302	6	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;
Otu4303	4	Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;JGI_0000069-P22_fa;JGI_0000069-P22_ge;
Otu4304	5	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_unclassified;
Otu4305	5	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu4311	4	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae;Endozoicomonas;
Otu4313	3	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4315	6	Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116_clade;SAR116_clade_ge;
Otu4316	5	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;uncultured;
Otu4319	4	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Terasakiellaceae;Terasakiellaceae_unclassified;
Otu4323	3	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu4326	3	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
Otu4328	3	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium_1;
Otu4332	4	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_unclassified;
Otu4333	3	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinagarivorans;
Otu4334	5	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4335	4	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriales_unclassified;Flavobacteriales_unclassified;
Otu4337	4	Bacteria;Proteobacteria;Gammaproteobacteria;MBAE14;MBAE14_fa;MBAE14_ge;
Otu4338	9	Archaea;Nanoarchaeaeota;Woesearchaeia;Woesearchaeia_or;Woesearchaeia_fa;Woesearchaeia_ge;
Otu4342	4	Bacteria;Patescibacteria;Parcubacteria;Candidatus_Kaiserbacteria;Candidatus_Kaiserbacteria_fa;Candidatus_Kaiserbacteria_ge;
Otu4343	5	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Bythopirellula;
Otu4344	6	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;uncultured;uncultured_ge;
Otu4345	9	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Otu4346	9	Bacteria;Patescibacteria;Parcubacteria;GWA2-38-13b;GWA2-38-13b_fa;GWA2-38-13b_ge;
Otu4347	6	Bacteria;Verrucomicrobia;Verrucomicrobiae;Arctic97B-4_marine_group;Arctic97B-4_marine_group_fa;Arctic97B-4_marine_group_ge;
Otu4348	7	Bacteria;Patescibacteria;Parcubacteria;Parcubacteria_unclassified;Parcubacteria_unclassified;Parcubacteria_unclassified;
Otu4349	9	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu4350	9	Bacteria;Dependentiae;Babeliae;Babeliales;Babeliales_unclassified;Babeliales_unclassified;
Otu4352	5	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4353	4	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinifilaceae;Marinifilum;
Otu4355	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Family_XII;Fusibacter;
Otu4358	3	Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;Cm1-21;
Otu4359	5	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;
Otu4360	5	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Kordia;
Otu4361	5	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;Parvularcula;
Otu4362	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muricauda;
Otu4364	3	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio;
Otu4365	4	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Betaproteobacteriales_unclassified;Betaproteobacteriales_unclassified;
Otu4368	3	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11_clade;Clade_I;Clade_Ia;
Otu4370	5	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Psychroflexus;
Otu4371	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5_marine_group;
Otu4373	4	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4374	4	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella;
Otu4376	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS2b_marine_group;
Otu4377	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_unclassified;
Otu4381	4	Bacteria;Patescibacteria;Parcubacteria;Candidatus_Kaiserbacteria;Candidatus_Kaiserbacteria_fa;Candidatus_Kaiserbacteria_ge;
Otu4382	4	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;
Otu4383	4	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;
Otu4385	4	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae;Labilibacter;
Otu4386	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;S25-593_ge;
Otu4388	4	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
Otu4389	5	Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;OCS116_clade;OCS116_clade_ge;
Otu4390	3	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4391	4	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;
Otu4395	3	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
Otu4397	6	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu4398	6	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritaleaceae_unclassified;
Otu4399	3	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiaceae;uncultured;
Otu4400	3	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;
Otu4401	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_unclassified;
Otu4402	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aureisphaera;
Otu4403	3	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4405	5	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio;
Otu4406	3	Bacteria;Margulisbacteria;Margulisbacteria_cl;Margulisbacteria_or;Margulisbacteria_fa;Margulisbacteria_ge;
Otu4408	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter;
Otu4411	5	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11_clade;Clade_I;Clade_Ia;
Otu4412	3	Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;JGI_0000069-P22_fa;JGI_0000069-P22_ge;
Otu4413	3	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas;
Otu4415	4	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;NS9_marine_group;NS9_marine_group_ge;
Otu4416	4	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11_clade;Clade_I;Clade_Ib;
Otu4419	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;S25-593_ge;
Otu4421	3	Bacteria;Proteobacteria;Gammaproteobacteria;SAR86_clade;SAR86_clade_fa;SAR86_clade_ge;
Otu4422	4	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;
Otu4426	6	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Algimonas;
Otu4431	3	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus_Thiobios;
Otu4433	4	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;
Otu4436	5	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Blastopirellula;
Otu4437	5	Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured;
Otu4440	4	Bacteria;Cyanobacteria;Oxyphotobacteria;Thermosynechococcales;Acaryochloridaceae;Acaryochloris_MBIC11017;
Otu4443	3	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu4444	3	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;
Otu4445	3	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cytophagales_unclassified;Cytophagales_unclassified;
Otu4450	3	Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116_clade;SAR116_clade_unclassified;
Otu4454	3	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
Otu4455	5	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;S25-593_ge;
Otu4457	5	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Blastopirellula;
Otu4458	3	Bacteria;Lentisphaerae;Lentisphaerae_unclassified;Lentisphaerae_unclassified;Lentisphaerae_unclassified;Lentisphaerae_unclassified;
Otu4462	7	Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;JGI_0000069-P22_fa;JGI_0000069-P22_ge;
Otu4463	7	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Rubinisphaeraceae;Rubinisphaeraceae_unclassified;
Otu4464	3	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis;
Otu4466	6	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_unclassified;Clostridiales_unclassified;
Otu4467	5	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Salinimonas;
Otu4468	6	Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;JGI_0000069-P22_fa;JGI_0000069-P22_ge;
Otu4471	3	Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;JGI_0000069-P22_fa;JGI_0000069-P22_ge;
Otu4472	3	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Reinekea;
Otu4475	3	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;
Otu4477	4	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Aestuariicella;
Otu4479	3	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu4480	4	Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;uncultured;
Otu4483	3	Bacteria;Marinimicrobia_(SAR406_clade);Marinimicrobia_(SAR406_clade)_cl;Marinimicrobia_(SAR406_clade)_or;Marinimicrobia_(SAR406_clade)_fa;Marinimicrobia_(SAR406_clade)_ge;
Otu4484	4	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4_lineage;
Otu4485	4	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;
Otu4486	3	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidia_unclassified;Bacteroidia_unclassified;Bacteroidia_unclassified;
Otu4487	6	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae_ge;
Otu4488	5	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Marinagarivorans;
Otu4489	6	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Saprospiraceae_unclassified;
Otu4490	5	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus;
Otu4495	3	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Otu4496	5	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;
Otu4497	4	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrionaceae_unclassified;
Otu4500	4	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodovibrionales;Kiloniellaceae;Pelagibius;
Otu4501	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;
Otu4502	5	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus_Megaira;
Otu4504	5	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Cyclobacteriaceae_unclassified;
Otu4505	7	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;
Otu4506	4	Bacteria;Proteobacteria;Deltaproteobacteria;PB19;PB19_fa;PB19_ge;
Otu4508	5	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324_clade(Marine_group_B);SAR324_clade(Marine_group_B)_fa;SAR324_clade(Marine_group_B)_ge;
Otu4509	4	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidia_unclassified;Bacteroidia_unclassified;Bacteroidia_unclassified;
Otu4510	3	Bacteria;Firmicutes;Firmicutes_unclassified;Firmicutes_unclassified;Firmicutes_unclassified;Firmicutes_unclassified;
Otu4511	3	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4512	5	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;
Otu4513	5	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;
Otu4515	3	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;
Otu4518	6	Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41;WCHB1-41_fa;WCHB1-41_ge;
Otu4520	3	Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;NS11-12_marine_group;NS11-12_marine_group_ge;
Otu4523	3	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Halobacteriovorax;
Otu4525	3	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Cyclobacteriaceae_unclassified;
Otu4526	4	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrionaceae_unclassified;
Otu4528	7	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4532	4	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Tunicatimonas;
Otu4537	5	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;BD1-7_clade;
Otu4538	3	Bacteria;Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;R76-B128;
Otu4539	4	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A_clade;KI89A_clade_fa;KI89A_clade_ge;
Otu4542	3	Bacteria;Marinimicrobia_(SAR406_clade);Marinimicrobia_(SAR406_clade)_cl;Marinimicrobia_(SAR406_clade)_or;Marinimicrobia_(SAR406_clade)_fa;Marinimicrobia_(SAR406_clade)_ge;
Otu4544	4	Bacteria;Margulisbacteria;Margulisbacteria_cl;Margulisbacteria_or;Margulisbacteria_fa;Margulisbacteria_ge;
Otu4547	4	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;
Otu4549	3	Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;Francisella;
Otu4554	3	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;uncultured;
Otu4557	4	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_unclassified;
Otu4558	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;AEGEAN-169_marine_group;AEGEAN-169_marine_group_ge;
Otu4561	4	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrionaceae_unclassified;
Otu4563	4	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_1;
Otu4567	4	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidia_unclassified;Bacteroidia_unclassified;Bacteroidia_unclassified;
Otu4570	3	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidia_unclassified;Bacteroidia_unclassified;Bacteroidia_unclassified;
Otu4572	5	Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured;uncultured_ge;
Otu4573	3	Bacteria;Patescibacteria;Parcubacteria;Candidatus_Kaiserbacteria;Candidatus_Kaiserbacteria_fa;Candidatus_Kaiserbacteria_ge;
Otu4575	4	Bacteria;Patescibacteria;Parcubacteria;Candidatus_Kaiserbacteria;Candidatus_Kaiserbacteria_fa;Candidatus_Kaiserbacteria_ge;
Otu4581	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;
Otu4582	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;
Otu4585	3	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;
Otu4587	3	Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;Alphaproteobacteria_unclassified;
Otu4589	3	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus;
Otu4591	4	Bacteria;Proteobacteria;Gammaproteobacteria;Piscirickettsiales;Piscirickettsiaceae;Candidatus_Endoecteinascidia;
Otu4592	3	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;
Otu4598	3	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;
Otu4599	4	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;
Otu4603	4	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4_lineage;
Otu4604	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured;
Otu4605	3	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;Gammaproteobacteria_unclassified;
Otu4607	5	Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996_marine_group;
Otu4611	5	Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Perspicuibacter;
Otu4614	3	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;
Otu4615	4	Bacteria;Proteobacteria;Gammaproteobacteria;SAR86_clade;SAR86_clade_fa;SAR86_clade_ge;
Otu4619	3	Bacteria;Patescibacteria;Gracilibacteria;JGI_0000069-P22;JGI_0000069-P22_fa;JGI_0000069-P22_ge;
Otu4621	8	Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus_Alysiosphaera;
Otu4622	7	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;
Otu4623	7	Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Peregrinibacteria;Candidatus_Peregrinibacteria_fa;Candidatus_Peregrinibacteria_ge;
Otu4624	4	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritaleaceae_unclassified;
Otu4627	7	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiales_unclassified;Chlamydiales_unclassified;
Otu4628	8	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadales_fa;Saccharimonadales_ge;
Otu4632	4	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter;
Otu4635	5	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;DEV007_ge;
Otu4637	4	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonadaceae_unclassified;
Otu4639	3	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;
Otu4641	5	Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Peregrinibacteria;Candidatus_Peregrinibacteria_fa;Candidatus_Peregrinibacteria_ge;
Otu4642	4	Bacteria;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;Bacteria_unclassified;
Otu4643	7	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;
Otu4644	3	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;C1-B045;
Otu4647	3	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;
Otu4648	5	Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
Otu4651	3	Bacteria;Proteobacteria;Gammaproteobacteria;SAR86_clade;SAR86_clade_fa;SAR86_clade_ge;
Otu4653	4	Bacteria;Proteobacteria;Deltaproteobacteria;PB19;PB19_fa;PB19_ge;
Otu4654	4	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;
Otu4655	3	Bacteria;Patescibacteria;Parcubacteria;Candidatus_Kaiserbacteria;Candidatus_Kaiserbacteria_fa;Candidatus_Kaiserbacteria_ge;
Otu4657	3	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;
Otu4658	3	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovoracaceae_unclassified;
